Route_Number,Route_Name,Ridership_Total,Week_Range,Route_Date,ObjectId
FerryHD,Halifax to Dartmouth,5402,2022.08.21 - 2022.08.27,8/27/2022 10:00:00 AM,7761
FerryDH,Dartmouth to Halifax,919,2020.08.02 - 2020.08.08,8/6/2020 10:00:00 AM,7762
FerryWH,Woodside to Halifax,0,2021.12.12 - 2021.12.18,12/18/2021 10:00:00 AM,7763
FerryHW,Halifax to Woodside,0,2022.08.21 - 2022.08.27,8/27/2022 10:00:00 AM,7764
FerryHD,Halifax to Dartmouth,885,2020.08.02 - 2020.08.08,8/6/2020 10:00:00 AM,7765
FerryDH,Dartmouth to Halifax,248,2021.12.19 - 2021.12.25,12/19/2021 10:00:00 AM,7766
FerryWH,Woodside to Halifax,0,2022.08.21 - 2022.08.27,8/27/2022 10:00:00 AM,7767
FerryHW,Halifax to Woodside,226,2020.08.02 - 2020.08.08,8/6/2020 10:00:00 AM,7768
FerryHD,Halifax to Dartmouth,231,2021.12.19 - 2021.12.25,12/19/2021 10:00:00 AM,7769
FerryDH,Dartmouth to Halifax,2083,2022.08.28 - 2022.09.03,8/28/2022 10:00:00 AM,7770
FerryWH,Woodside to Halifax,235,2020.08.02 - 2020.08.08,8/6/2020 10:00:00 AM,7771
FerryHW,Halifax to Woodside,0,2021.12.19 - 2021.12.25,12/19/2021 10:00:00 AM,7772
FerryHD,Halifax to Dartmouth,2042,2022.08.28 - 2022.09.03,8/28/2022 10:00:00 AM,7773
FerryDH,Dartmouth to Halifax,983,2020.08.02 - 2020.08.08,8/7/2020 10:00:00 AM,7774
FerryWH,Woodside to Halifax,0,2021.12.19 - 2021.12.25,12/19/2021 10:00:00 AM,7775
FerryHW,Halifax to Woodside,0,2022.08.28 - 2022.09.03,8/28/2022 10:00:00 AM,7776
FerryHD,Halifax to Dartmouth,930,2020.08.02 - 2020.08.08,8/7/2020 10:00:00 AM,7777
FerryWH,Woodside to Halifax,0,2022.08.28 - 2022.09.03,8/28/2022 10:00:00 AM,7778
FerryDH,Dartmouth to Halifax,382,2021.12.19 - 2021.12.25,12/20/2021 10:00:00 AM,7779
FerryHW,Halifax to Woodside,178,2020.08.02 - 2020.08.08,8/7/2020 10:00:00 AM,7780
FerryHD,Halifax to Dartmouth,441,2021.12.19 - 2021.12.25,12/20/2021 10:00:00 AM,7781
FerryDH,Dartmouth to Halifax,1816,2022.08.28 - 2022.09.03,8/29/2022 10:00:00 AM,7782
FerryWH,Woodside to Halifax,171,2020.08.02 - 2020.08.08,8/7/2020 10:00:00 AM,7783
FerryHW,Halifax to Woodside,309,2021.12.19 - 2021.12.25,12/20/2021 10:00:00 AM,7784
FerryHD,Halifax to Dartmouth,1919,2022.08.28 - 2022.09.03,8/29/2022 10:00:00 AM,7785
FerryDH,Dartmouth to Halifax,1018,2020.08.02 - 2020.08.08,8/8/2020 10:00:00 AM,7786
FerryWH,Woodside to Halifax,290,2021.12.19 - 2021.12.25,12/20/2021 10:00:00 AM,7787
FerryHW,Halifax to Woodside,816,2022.08.28 - 2022.09.03,8/29/2022 10:00:00 AM,7788
FerryHD,Halifax to Dartmouth,861,2020.08.02 - 2020.08.08,8/8/2020 10:00:00 AM,7789
FerryDH,Dartmouth to Halifax,410,2021.12.19 - 2021.12.25,12/21/2021 10:00:00 AM,7790
FerryWH,Woodside to Halifax,825,2022.08.28 - 2022.09.03,8/29/2022 10:00:00 AM,7791
FerryHW,Halifax to Woodside,0,2020.08.02 - 2020.08.08,8/8/2020 10:00:00 AM,7792
FerryHD,Halifax to Dartmouth,443,2021.12.19 - 2021.12.25,12/21/2021 10:00:00 AM,7793
FerryDH,Dartmouth to Halifax,2095,2022.08.28 - 2022.09.03,8/30/2022 10:00:00 AM,7794
FerryWH,Woodside to Halifax,0,2020.08.02 - 2020.08.08,8/8/2020 10:00:00 AM,7795
FerryHW,Halifax to Woodside,317,2021.12.19 - 2021.12.25,12/21/2021 10:00:00 AM,7796
FerryHD,Halifax to Dartmouth,2252,2022.08.28 - 2022.09.03,8/30/2022 10:00:00 AM,7797
FerryWH,Woodside to Halifax,289,2021.12.19 - 2021.12.25,12/21/2021 10:00:00 AM,7798
FerryDH,Dartmouth to Halifax,686,2020.08.09 - 2020.08.15,8/9/2020 10:00:00 AM,7799
FerryHW,Halifax to Woodside,879,2022.08.28 - 2022.09.03,8/30/2022 10:00:00 AM,7800
FerryHD,Halifax to Dartmouth,618,2020.08.09 - 2020.08.15,8/9/2020 10:00:00 AM,7801
FerryDH,Dartmouth to Halifax,273,2021.12.19 - 2021.12.25,12/22/2021 10:00:00 AM,7802
FerryWH,Woodside to Halifax,849,2022.08.28 - 2022.09.03,8/30/2022 10:00:00 AM,7803
FerryHW,Halifax to Woodside,0,2020.08.09 - 2020.08.15,8/9/2020 10:00:00 AM,7804
FerryHD,Halifax to Dartmouth,278,2021.12.19 - 2021.12.25,12/22/2021 10:00:00 AM,7805
FerryDH,Dartmouth to Halifax,1438,2022.08.28 - 2022.09.03,8/31/2022 10:00:00 AM,7806
FerryWH,Woodside to Halifax,0,2020.08.09 - 2020.08.15,8/9/2020 10:00:00 AM,7807
FerryHW,Halifax to Woodside,219,2021.12.19 - 2021.12.25,12/22/2021 10:00:00 AM,7808
FerryHD,Halifax to Dartmouth,1471,2022.08.28 - 2022.09.03,8/31/2022 10:00:00 AM,7809
FerryDH,Dartmouth to Halifax,734,2020.08.09 - 2020.08.15,8/10/2020 10:00:00 AM,7810
FerryWH,Woodside to Halifax,200,2021.12.19 - 2021.12.25,12/22/2021 10:00:00 AM,7811
FerryHW,Halifax to Woodside,772,2022.08.28 - 2022.09.03,8/31/2022 10:00:00 AM,7812
FerryHD,Halifax to Dartmouth,755,2020.08.09 - 2020.08.15,8/10/2020 10:00:00 AM,7813
FerryDH,Dartmouth to Halifax,273,2021.12.19 - 2021.12.25,12/23/2021 10:00:00 AM,7814
FerryWH,Woodside to Halifax,810,2022.08.28 - 2022.09.03,8/31/2022 10:00:00 AM,7815
FerryHW,Halifax to Woodside,211,2020.08.09 - 2020.08.15,8/10/2020 10:00:00 AM,7816
FerryHD,Halifax to Dartmouth,316,2021.12.19 - 2021.12.25,12/23/2021 10:00:00 AM,7817
FerryDH,Dartmouth to Halifax,1982,2022.08.28 - 2022.09.03,9/1/2022 10:00:00 AM,7818
FerryWH,Woodside to Halifax,225,2020.08.09 - 2020.08.15,8/10/2020 10:00:00 AM,7819
FerryHW,Halifax to Woodside,193,2021.12.19 - 2021.12.25,12/23/2021 10:00:00 AM,7820
FerryHD,Halifax to Dartmouth,2075,2022.08.28 - 2022.09.03,9/1/2022 10:00:00 AM,7821
FerryDH,Dartmouth to Halifax,523,2020.08.09 - 2020.08.15,8/11/2020 10:00:00 AM,7822
FerryWH,Woodside to Halifax,195,2021.12.19 - 2021.12.25,12/23/2021 10:00:00 AM,7823
FerryHW,Halifax to Woodside,842,2022.08.28 - 2022.09.03,9/1/2022 10:00:00 AM,7824
FerryHD,Halifax to Dartmouth,537,2020.08.09 - 2020.08.15,8/11/2020 10:00:00 AM,7825
FerryDH,Dartmouth to Halifax,194,2021.12.19 - 2021.12.25,12/24/2021 10:00:00 AM,7826
FerryWH,Woodside to Halifax,831,2022.08.28 - 2022.09.03,9/1/2022 10:00:00 AM,7827
FerryHW,Halifax to Woodside,254,2020.08.09 - 2020.08.15,8/11/2020 10:00:00 AM,7828
FerryHD,Halifax to Dartmouth,189,2021.12.19 - 2021.12.25,12/24/2021 10:00:00 AM,7829
FerryDH,Dartmouth to Halifax,3058,2022.08.28 - 2022.09.03,9/2/2022 10:00:00 AM,7830
FerryWH,Woodside to Halifax,249,2020.08.09 - 2020.08.15,8/11/2020 10:00:00 AM,7831
FerryHW,Halifax to Woodside,75,2021.12.19 - 2021.12.25,12/24/2021 10:00:00 AM,7832
FerryHD,Halifax to Dartmouth,2972,2022.08.28 - 2022.09.03,9/2/2022 10:00:00 AM,7833
FerryDH,Dartmouth to Halifax,720,2020.08.09 - 2020.08.15,8/12/2020 10:00:00 AM,7834
FerryWH,Woodside to Halifax,75,2021.12.19 - 2021.12.25,12/24/2021 10:00:00 AM,7835
FerryHW,Halifax to Woodside,767,2022.08.28 - 2022.09.03,9/2/2022 10:00:00 AM,7836
FerryHD,Halifax to Dartmouth,754,2020.08.09 - 2020.08.15,8/12/2020 10:00:00 AM,7837
FerryDH,Dartmouth to Halifax,0,2021.12.19 - 2021.12.25,12/25/2021 10:00:00 AM,7838
FerryWH,Woodside to Halifax,937,2022.08.28 - 2022.09.03,9/2/2022 10:00:00 AM,7839
FerryHW,Halifax to Woodside,243,2020.08.09 - 2020.08.15,8/12/2020 10:00:00 AM,7840
FerryHD,Halifax to Dartmouth,0,2021.12.19 - 2021.12.25,12/25/2021 10:00:00 AM,7841
FerryDH,Dartmouth to Halifax,3477,2022.08.28 - 2022.09.03,9/3/2022 10:00:00 AM,7842
FerryWH,Woodside to Halifax,237,2020.08.09 - 2020.08.15,8/12/2020 10:00:00 AM,7843
FerryHW,Halifax to Woodside,0,2021.12.19 - 2021.12.25,12/25/2021 10:00:00 AM,7844
FerryHD,Halifax to Dartmouth,3386,2022.08.28 - 2022.09.03,9/3/2022 10:00:00 AM,7845
FerryDH,Dartmouth to Halifax,869,2020.08.09 - 2020.08.15,8/13/2020 10:00:00 AM,7846
FerryWH,Woodside to Halifax,0,2021.12.19 - 2021.12.25,12/25/2021 10:00:00 AM,7847
FerryHW,Halifax to Woodside,0,2022.08.28 - 2022.09.03,9/3/2022 10:00:00 AM,7848
FerryHD,Halifax to Dartmouth,908,2020.08.09 - 2020.08.15,8/13/2020 10:00:00 AM,7849
FerryDH,Dartmouth to Halifax,221,2021.12.26 - 2022.01.01,12/26/2021 10:00:00 AM,7850
FerryWH,Woodside to Halifax,0,2022.08.28 - 2022.09.03,9/3/2022 10:00:00 AM,7851
FerryHW,Halifax to Woodside,263,2020.08.09 - 2020.08.15,8/13/2020 10:00:00 AM,7852
FerryHD,Halifax to Dartmouth,213,2021.12.26 - 2022.01.01,12/26/2021 10:00:00 AM,7853
FerryDH,Dartmouth to Halifax,2299,2022.09.04 - 2022.09.10,9/4/2022 10:00:00 AM,7854
FerryWH,Woodside to Halifax,252,2020.08.09 - 2020.08.15,8/13/2020 10:00:00 AM,7855
FerryHW,Halifax to Woodside,0,2021.12.26 - 2022.01.01,12/26/2021 10:00:00 AM,7856
FerryHD,Halifax to Dartmouth,2227,2022.09.04 - 2022.09.10,9/4/2022 10:00:00 AM,7857
FerryDH,Dartmouth to Halifax,901,2020.08.09 - 2020.08.15,8/14/2020 10:00:00 AM,7858
FerryWH,Woodside to Halifax,0,2021.12.26 - 2022.01.01,12/26/2021 10:00:00 AM,7859
FerryHW,Halifax to Woodside,0,2022.09.04 - 2022.09.10,9/4/2022 10:00:00 AM,7860
FerryHD,Halifax to Dartmouth,880,2020.08.09 - 2020.08.15,8/14/2020 10:00:00 AM,7861
FerryDH,Dartmouth to Halifax,233,2021.12.26 - 2022.01.01,12/27/2021 10:00:00 AM,7862
FerryWH,Woodside to Halifax,0,2022.09.04 - 2022.09.10,9/4/2022 10:00:00 AM,7863
FerryHW,Halifax to Woodside,183,2020.08.09 - 2020.08.15,8/14/2020 10:00:00 AM,7864
FerryHD,Halifax to Dartmouth,261,2021.12.26 - 2022.01.01,12/27/2021 10:00:00 AM,7865
FerryDH,Dartmouth to Halifax,1262,2022.09.04 - 2022.09.10,9/5/2022 10:00:00 AM,7866
FerryWH,Woodside to Halifax,198,2020.08.09 - 2020.08.15,8/14/2020 10:00:00 AM,7867
FerryHW,Halifax to Woodside,61,2021.12.26 - 2022.01.01,12/27/2021 10:00:00 AM,7868
FerryHD,Halifax to Dartmouth,1366,2022.09.04 - 2022.09.10,9/5/2022 10:00:00 AM,7869
FerryDH,Dartmouth to Halifax,909,2020.08.09 - 2020.08.15,8/15/2020 10:00:00 AM,7870
FerryWH,Woodside to Halifax,73,2021.12.26 - 2022.01.01,12/27/2021 10:00:00 AM,7871
FerryHW,Halifax to Woodside,0,2022.09.04 - 2022.09.10,9/5/2022 10:00:00 AM,7872
FerryHD,Halifax to Dartmouth,769,2020.08.09 - 2020.08.15,8/15/2020 10:00:00 AM,7873
FerryDH,Dartmouth to Halifax,394,2021.12.26 - 2022.01.01,12/28/2021 10:00:00 AM,7874
FerryWH,Woodside to Halifax,0,2022.09.04 - 2022.09.10,9/5/2022 10:00:00 AM,7875
FerryHW,Halifax to Woodside,0,2020.08.09 - 2020.08.15,8/15/2020 10:00:00 AM,7876
FerryHD,Halifax to Dartmouth,399,2021.12.26 - 2022.01.01,12/28/2021 10:00:00 AM,7877
FerryDH,Dartmouth to Halifax,1256,2022.09.04 - 2022.09.10,9/6/2022 10:00:00 AM,7878
FerryWH,Woodside to Halifax,0,2020.08.09 - 2020.08.15,8/15/2020 10:00:00 AM,7879
FerryHW,Halifax to Woodside,121,2021.12.26 - 2022.01.01,12/28/2021 10:00:00 AM,7880
FerryHD,Halifax to Dartmouth,1313,2022.09.04 - 2022.09.10,9/6/2022 10:00:00 AM,7881
FerryDH,Dartmouth to Halifax,884,2020.08.16 - 2020.08.22,8/16/2020 10:00:00 AM,7882
FerryWH,Woodside to Halifax,105,2021.12.26 - 2022.01.01,12/28/2021 10:00:00 AM,7883
FerryHW,Halifax to Woodside,939,2022.09.04 - 2022.09.10,9/6/2022 10:00:00 AM,7884
FerryHD,Halifax to Dartmouth,834,2020.08.16 - 2020.08.22,8/16/2020 10:00:00 AM,7885
FerryDH,Dartmouth to Halifax,374,2021.12.26 - 2022.01.01,12/29/2021 10:00:00 AM,7886
FerryWH,Woodside to Halifax,928,2022.09.04 - 2022.09.10,9/6/2022 10:00:00 AM,7887
FerryHW,Halifax to Woodside,0,2020.08.16 - 2020.08.22,8/16/2020 10:00:00 AM,7888
FerryHD,Halifax to Dartmouth,392,2021.12.26 - 2022.01.01,12/29/2021 10:00:00 AM,7889
FerryDH,Dartmouth to Halifax,1334,2022.09.04 - 2022.09.10,9/7/2022 10:00:00 AM,7890
FerryWH,Woodside to Halifax,0,2020.08.16 - 2020.08.22,8/16/2020 10:00:00 AM,7891
FerryHW,Halifax to Woodside,140,2021.12.26 - 2022.01.01,12/29/2021 10:00:00 AM,7892
FerryHD,Halifax to Dartmouth,1392,2022.09.04 - 2022.09.10,9/7/2022 10:00:00 AM,7893
FerryDH,Dartmouth to Halifax,323,2020.08.16 - 2020.08.22,8/17/2020 10:00:00 AM,7894
FerryWH,Woodside to Halifax,151,2021.12.26 - 2022.01.01,12/29/2021 10:00:00 AM,7895
FerryHW,Halifax to Woodside,1025,2022.09.04 - 2022.09.10,9/7/2022 10:00:00 AM,7896
FerryHD,Halifax to Dartmouth,358,2020.08.16 - 2020.08.22,8/17/2020 10:00:00 AM,7897
FerryDH,Dartmouth to Halifax,397,2021.12.26 - 2022.01.01,12/30/2021 10:00:00 AM,7898
FerryWH,Woodside to Halifax,1017,2022.09.04 - 2022.09.10,9/7/2022 10:00:00 AM,7899
FerryHW,Halifax to Woodside,210,2020.08.16 - 2020.08.22,8/17/2020 10:00:00 AM,7900
FerryHD,Halifax to Dartmouth,425,2021.12.26 - 2022.01.01,12/30/2021 10:00:00 AM,7901
FerryDH,Dartmouth to Halifax,1545,2022.09.04 - 2022.09.10,9/8/2022 10:00:00 AM,7902
FerryWH,Woodside to Halifax,220,2020.08.16 - 2020.08.22,8/17/2020 10:00:00 AM,7903
FerryHW,Halifax to Woodside,167,2021.12.26 - 2022.01.01,12/30/2021 10:00:00 AM,7904
FerryHD,Halifax to Dartmouth,1546,2022.09.04 - 2022.09.10,9/8/2022 10:00:00 AM,7905
FerryDH,Dartmouth to Halifax,819,2020.08.16 - 2020.08.22,8/18/2020 10:00:00 AM,7906
FerryWH,Woodside to Halifax,172,2021.12.26 - 2022.01.01,12/30/2021 10:00:00 AM,7907
FerryHW,Halifax to Woodside,1037,2022.09.04 - 2022.09.10,9/8/2022 10:00:00 AM,7908
FerryHD,Halifax to Dartmouth,832,2020.08.16 - 2020.08.22,8/18/2020 10:00:00 AM,7909
FerryDH,Dartmouth to Halifax,361,2021.12.26 - 2022.01.01,12/31/2021 10:00:00 AM,7910
FerryWH,Woodside to Halifax,1064,2022.09.04 - 2022.09.10,9/8/2022 10:00:00 AM,7911
FerryHW,Halifax to Woodside,250,2020.08.16 - 2020.08.22,8/18/2020 10:00:00 AM,7912
FerryHD,Halifax to Dartmouth,347,2021.12.26 - 2022.01.01,12/31/2021 10:00:00 AM,7913
FerryDH,Dartmouth to Halifax,1615,2022.09.04 - 2022.09.10,9/9/2022 10:00:00 AM,7914
FerryWH,Woodside to Halifax,264,2020.08.16 - 2020.08.22,8/18/2020 10:00:00 AM,7915
FerryHW,Halifax to Woodside,111,2021.12.26 - 2022.01.01,12/31/2021 10:00:00 AM,7916
FerryHD,Halifax to Dartmouth,1667,2022.09.04 - 2022.09.10,9/9/2022 10:00:00 AM,7917
FerryDH,Dartmouth to Halifax,855,2020.08.16 - 2020.08.22,8/19/2020 10:00:00 AM,7918
FerryWH,Woodside to Halifax,116,2021.12.26 - 2022.01.01,12/31/2021 10:00:00 AM,7919
FerryHW,Halifax to Woodside,862,2022.09.04 - 2022.09.10,9/9/2022 10:00:00 AM,7920
FerryHD,Halifax to Dartmouth,899,2020.08.16 - 2020.08.22,8/19/2020 10:00:00 AM,7921
FerryDH,Dartmouth to Halifax,0,2021.12.26 - 2022.01.01,1/1/2022 10:00:00 AM,7922
FerryWH,Woodside to Halifax,892,2022.09.04 - 2022.09.10,9/9/2022 10:00:00 AM,7923
FerryHW,Halifax to Woodside,248,2020.08.16 - 2020.08.22,8/19/2020 10:00:00 AM,7924
FerryHD,Halifax to Dartmouth,0,2021.12.26 - 2022.01.01,1/1/2022 10:00:00 AM,7925
FerryDH,Dartmouth to Halifax,2882,2022.09.04 - 2022.09.10,9/10/2022 10:00:00 AM,7926
FerryWH,Woodside to Halifax,234,2020.08.16 - 2020.08.22,8/19/2020 10:00:00 AM,7927
FerryHW,Halifax to Woodside,0,2021.12.26 - 2022.01.01,1/1/2022 10:00:00 AM,7928
FerryHD,Halifax to Dartmouth,2657,2022.09.04 - 2022.09.10,9/10/2022 10:00:00 AM,7929
FerryDH,Dartmouth to Halifax,1119,2020.08.16 - 2020.08.22,8/20/2020 10:00:00 AM,7930
FerryWH,Woodside to Halifax,0,2021.12.26 - 2022.01.01,1/1/2022 10:00:00 AM,7931
FerryHW,Halifax to Woodside,0,2022.09.04 - 2022.09.10,9/10/2022 10:00:00 AM,7932
FerryHD,Halifax to Dartmouth,993,2020.08.16 - 2020.08.22,8/20/2020 10:00:00 AM,7933
FerryDH,Dartmouth to Halifax,177,2022.01.02 - 2022.01.08,1/2/2022 10:00:00 AM,7934
FerryWH,Woodside to Halifax,0,2022.09.04 - 2022.09.10,9/10/2022 10:00:00 AM,7935
FerryHW,Halifax to Woodside,259,2020.08.16 - 2020.08.22,8/20/2020 10:00:00 AM,7936
FerryHD,Halifax to Dartmouth,180,2022.01.02 - 2022.01.08,1/2/2022 10:00:00 AM,7937
FerryDH,Dartmouth to Halifax,1810,2022.09.11 - 2022.09.17,9/11/2022 10:00:00 AM,7938
FerryWH,Woodside to Halifax,244,2020.08.16 - 2020.08.22,8/20/2020 10:00:00 AM,7939
FerryHW,Halifax to Woodside,0,2022.01.02 - 2022.01.08,1/2/2022 10:00:00 AM,7940
FerryHD,Halifax to Dartmouth,1840,2022.09.11 - 2022.09.17,9/11/2022 10:00:00 AM,7941
FerryDH,Dartmouth to Halifax,1057,2020.08.16 - 2020.08.22,8/21/2020 10:00:00 AM,7942
FerryWH,Woodside to Halifax,0,2022.01.02 - 2022.01.08,1/2/2022 10:00:00 AM,7943
FerryHW,Halifax to Woodside,0,2022.09.11 - 2022.09.17,9/11/2022 10:00:00 AM,7944
FerryHD,Halifax to Dartmouth,875,2020.08.16 - 2020.08.22,8/21/2020 10:00:00 AM,7945
FerryDH,Dartmouth to Halifax,266,2022.01.02 - 2022.01.08,1/3/2022 10:00:00 AM,7946
FerryWH,Woodside to Halifax,0,2022.09.11 - 2022.09.17,9/11/2022 10:00:00 AM,7947
FerryHW,Halifax to Woodside,208,2020.08.16 - 2020.08.22,8/21/2020 10:00:00 AM,7948
FerryHD,Halifax to Dartmouth,233,2022.01.02 - 2022.01.08,1/3/2022 10:00:00 AM,7949
FerryDH,Dartmouth to Halifax,1177,2022.09.11 - 2022.09.17,9/12/2022 10:00:00 AM,7950
FerryWH,Woodside to Halifax,201,2020.08.16 - 2020.08.22,8/21/2020 10:00:00 AM,7951
FerryHW,Halifax to Woodside,69,2022.01.02 - 2022.01.08,1/3/2022 10:00:00 AM,7952
FerryHD,Halifax to Dartmouth,1252,2022.09.11 - 2022.09.17,9/12/2022 10:00:00 AM,7953
FerryDH,Dartmouth to Halifax,1404,2020.08.16 - 2020.08.22,8/22/2020 10:00:00 AM,7954
FerryWH,Woodside to Halifax,66,2022.01.02 - 2022.01.08,1/3/2022 10:00:00 AM,7955
FerryHW,Halifax to Woodside,927,2022.09.11 - 2022.09.17,9/12/2022 10:00:00 AM,7956
FerryHD,Halifax to Dartmouth,1177,2020.08.16 - 2020.08.22,8/22/2020 10:00:00 AM,7957
FerryDH,Dartmouth to Halifax,282,2022.01.02 - 2022.01.08,1/4/2022 10:00:00 AM,7958
FerryWH,Woodside to Halifax,970,2022.09.11 - 2022.09.17,9/12/2022 10:00:00 AM,7959
FerryHW,Halifax to Woodside,0,2020.08.16 - 2020.08.22,8/22/2020 10:00:00 AM,7960
FerryHD,Halifax to Dartmouth,301,2022.01.02 - 2022.01.08,1/4/2022 10:00:00 AM,7961
FerryDH,Dartmouth to Halifax,1600,2022.09.11 - 2022.09.17,9/13/2022 10:00:00 AM,7962
FerryWH,Woodside to Halifax,0,2020.08.16 - 2020.08.22,8/22/2020 10:00:00 AM,7963
FerryHW,Halifax to Woodside,261,2022.01.02 - 2022.01.08,1/4/2022 10:00:00 AM,7964
FerryHD,Halifax to Dartmouth,1650,2022.09.11 - 2022.09.17,9/13/2022 10:00:00 AM,7965
FerryDH,Dartmouth to Halifax,993,2020.08.23 - 2020.08.29,8/23/2020 10:00:00 AM,7966
FerryWH,Woodside to Halifax,241,2022.01.02 - 2022.01.08,1/4/2022 10:00:00 AM,7967
FerryHW,Halifax to Woodside,1172,2022.09.11 - 2022.09.17,9/13/2022 10:00:00 AM,7968
FerryHD,Halifax to Dartmouth,936,2020.08.23 - 2020.08.29,8/23/2020 10:00:00 AM,7969
FerryDH,Dartmouth to Halifax,300,2022.01.02 - 2022.01.08,1/5/2022 10:00:00 AM,7970
FerryWH,Woodside to Halifax,1160,2022.09.11 - 2022.09.17,9/13/2022 10:00:00 AM,7971
FerryHW,Halifax to Woodside,0,2020.08.23 - 2020.08.29,8/23/2020 10:00:00 AM,7972
FerryHD,Halifax to Dartmouth,328,2022.01.02 - 2022.01.08,1/5/2022 10:00:00 AM,7973
FerryDH,Dartmouth to Halifax,1217,2022.09.11 - 2022.09.17,9/14/2022 10:00:00 AM,7974
FerryWH,Woodside to Halifax,0,2020.08.23 - 2020.08.29,8/23/2020 10:00:00 AM,7975
FerryHW,Halifax to Woodside,217,2022.01.02 - 2022.01.08,1/5/2022 10:00:00 AM,7976
FerryHD,Halifax to Dartmouth,1268,2022.09.11 - 2022.09.17,9/14/2022 10:00:00 AM,7977
FerryDH,Dartmouth to Halifax,770,2020.08.23 - 2020.08.29,8/24/2020 10:00:00 AM,7978
FerryWH,Woodside to Halifax,213,2022.01.02 - 2022.01.08,1/5/2022 10:00:00 AM,7979
FerryHW,Halifax to Woodside,987,2022.09.11 - 2022.09.17,9/14/2022 10:00:00 AM,7980
FerryHD,Halifax to Dartmouth,774,2020.08.23 - 2020.08.29,8/24/2020 10:00:00 AM,7981
FerryDH,Dartmouth to Halifax,313,2022.01.02 - 2022.01.08,1/6/2022 10:00:00 AM,7982
FerryHW,Halifax to Woodside,261,2020.08.23 - 2020.08.29,8/24/2020 10:00:00 AM,7983
FerryWH,Woodside to Halifax,1037,2022.09.11 - 2022.09.17,9/14/2022 10:00:00 AM,7984
FerryHD,Halifax to Dartmouth,373,2022.01.02 - 2022.01.08,1/6/2022 10:00:00 AM,7985
FerryWH,Woodside to Halifax,231,2020.08.23 - 2020.08.29,8/24/2020 10:00:00 AM,7986
FerryDH,Dartmouth to Halifax,1419,2022.09.11 - 2022.09.17,9/15/2022 10:00:00 AM,7987
FerryHW,Halifax to Woodside,224,2022.01.02 - 2022.01.08,1/6/2022 10:00:00 AM,7988
FerryDH,Dartmouth to Halifax,556,2020.08.23 - 2020.08.29,8/25/2020 10:00:00 AM,7989
FerryHD,Halifax to Dartmouth,1505,2022.09.11 - 2022.09.17,9/15/2022 10:00:00 AM,7990
FerryWH,Woodside to Halifax,234,2022.01.02 - 2022.01.08,1/6/2022 10:00:00 AM,7991
FerryHD,Halifax to Dartmouth,557,2020.08.23 - 2020.08.29,8/25/2020 10:00:00 AM,7992
FerryHW,Halifax to Woodside,992,2022.09.11 - 2022.09.17,9/15/2022 10:00:00 AM,7993
FerryDH,Dartmouth to Halifax,177,2022.01.02 - 2022.01.08,1/7/2022 10:00:00 AM,7994
FerryHW,Halifax to Woodside,262,2020.08.23 - 2020.08.29,8/25/2020 10:00:00 AM,7995
FerryWH,Woodside to Halifax,1134,2022.09.11 - 2022.09.17,9/15/2022 10:00:00 AM,7996
FerryHD,Halifax to Dartmouth,224,2022.01.02 - 2022.01.08,1/7/2022 10:00:00 AM,7997
FerryDH,Dartmouth to Halifax,1893,2022.09.11 - 2022.09.17,9/16/2022 10:00:00 AM,7998
FerryHW,Halifax to Woodside,153,2022.01.02 - 2022.01.08,1/7/2022 10:00:00 AM,7999
FerryHD,Halifax to Dartmouth,1830,2022.09.11 - 2022.09.17,9/16/2022 10:00:00 AM,8000
FerryWH,Woodside to Halifax,268,2020.08.23 - 2020.08.29,8/25/2020 10:00:00 AM,8001
FerryHW,Halifax to Woodside,925,2022.09.11 - 2022.09.17,9/16/2022 10:00:00 AM,8002
FerryDH,Dartmouth to Halifax,898,2020.08.23 - 2020.08.29,8/26/2020 10:00:00 AM,8003
FerryWH,Woodside to Halifax,142,2022.01.02 - 2022.01.08,1/7/2022 10:00:00 AM,8004
FerryWH,Woodside to Halifax,919,2022.09.11 - 2022.09.17,9/16/2022 10:00:00 AM,8005
FerryHD,Halifax to Dartmouth,855,2020.08.23 - 2020.08.29,8/26/2020 10:00:00 AM,8006
FerryDH,Dartmouth to Halifax,2637,2022.09.11 - 2022.09.17,9/17/2022 10:00:00 AM,8007
FerryHW,Halifax to Woodside,261,2020.08.23 - 2020.08.29,8/26/2020 10:00:00 AM,8008
FerryDH,Dartmouth to Halifax,220,2022.01.02 - 2022.01.08,1/8/2022 10:00:00 AM,8009
FerryHD,Halifax to Dartmouth,2569,2022.09.11 - 2022.09.17,9/17/2022 10:00:00 AM,8010
FerryWH,Woodside to Halifax,247,2020.08.23 - 2020.08.29,8/26/2020 10:00:00 AM,8011
FerryHD,Halifax to Dartmouth,213,2022.01.02 - 2022.01.08,1/8/2022 10:00:00 AM,8012
FerryHW,Halifax to Woodside,0,2022.09.11 - 2022.09.17,9/17/2022 10:00:00 AM,8013
FerryDH,Dartmouth to Halifax,892,2020.08.23 - 2020.08.29,8/27/2020 10:00:00 AM,8014
FerryHW,Halifax to Woodside,0,2022.01.02 - 2022.01.08,1/8/2022 10:00:00 AM,8015
FerryWH,Woodside to Halifax,0,2022.09.11 - 2022.09.17,9/17/2022 10:00:00 AM,8016
FerryHD,Halifax to Dartmouth,893,2020.08.23 - 2020.08.29,8/27/2020 10:00:00 AM,8017
