Route_Number,Route_Name,Ridership_Total,Week_Range,Route_Date,ObjectId
FerryHW,Halifax to Woodside,770,2019.12.29 - 2020.01.04,1/2/2020 10:00:00 AM,3117
FerryWH,Woodside to Halifax,0,2017.04.02 - 2017.04.08,4/2/2017 10:00:00 AM,3118
FerryWH,Woodside to Halifax,0,2019.04.21 - 2019.04.27,4/21/2019 10:00:00 AM,3119
FerryWH,Woodside to Halifax,743,2019.12.29 - 2020.01.04,1/2/2020 10:00:00 AM,3120
FerryDH,Dartmouth to Halifax,1204,2017.04.02 - 2017.04.08,4/3/2017 10:00:00 AM,3121
FerryDH,Dartmouth to Halifax,534,2019.04.21 - 2019.04.27,4/22/2019 10:00:00 AM,3122
FerryDH,Dartmouth to Halifax,1199,2019.12.29 - 2020.01.04,1/3/2020 10:00:00 AM,3123
FerryHD,Halifax to Dartmouth,1416,2017.04.02 - 2017.04.08,4/3/2017 10:00:00 AM,3124
FerryHD,Halifax to Dartmouth,633,2019.04.21 - 2019.04.27,4/22/2019 10:00:00 AM,3125
FerryHD,Halifax to Dartmouth,1323,2019.12.29 - 2020.01.04,1/3/2020 10:00:00 AM,3126
FerryHW,Halifax to Woodside,1189,2017.04.02 - 2017.04.08,4/3/2017 10:00:00 AM,3127
FerryHW,Halifax to Woodside,323,2019.04.21 - 2019.04.27,4/22/2019 10:00:00 AM,3128
FerryHW,Halifax to Woodside,795,2019.12.29 - 2020.01.04,1/3/2020 10:00:00 AM,3129
FerryWH,Woodside to Halifax,1066,2017.04.02 - 2017.04.08,4/3/2017 10:00:00 AM,3130
FerryWH,Woodside to Halifax,322,2019.04.21 - 2019.04.27,4/22/2019 10:00:00 AM,3131
FerryWH,Woodside to Halifax,772,2019.12.29 - 2020.01.04,1/3/2020 10:00:00 AM,3132
FerryDH,Dartmouth to Halifax,1557,2017.04.02 - 2017.04.08,4/4/2017 10:00:00 AM,3133
FerryDH,Dartmouth to Halifax,1155,2019.04.21 - 2019.04.27,4/23/2019 10:00:00 AM,3134
FerryDH,Dartmouth to Halifax,947,2019.12.29 - 2020.01.04,1/4/2020 10:00:00 AM,3135
FerryHD,Halifax to Dartmouth,1733,2017.04.02 - 2017.04.08,4/4/2017 10:00:00 AM,3136
FerryHD,Halifax to Dartmouth,1174,2019.04.21 - 2019.04.27,4/23/2019 10:00:00 AM,3137
FerryHD,Halifax to Dartmouth,926,2019.12.29 - 2020.01.04,1/4/2020 10:00:00 AM,3138
FerryHW,Halifax to Woodside,1274,2017.04.02 - 2017.04.08,4/4/2017 10:00:00 AM,3139
FerryHW,Halifax to Woodside,975,2019.04.21 - 2019.04.27,4/23/2019 10:00:00 AM,3140
FerryHW,Halifax to Woodside,0,2019.12.29 - 2020.01.04,1/4/2020 10:00:00 AM,3141
FerryWH,Woodside to Halifax,1171,2017.04.02 - 2017.04.08,4/4/2017 10:00:00 AM,3142
FerryWH,Woodside to Halifax,925,2019.04.21 - 2019.04.27,4/23/2019 10:00:00 AM,3143
FerryWH,Woodside to Halifax,0,2019.12.29 - 2020.01.04,1/4/2020 10:00:00 AM,3144
FerryDH,Dartmouth to Halifax,1280,2017.04.02 - 2017.04.08,4/5/2017 10:00:00 AM,3145
FerryDH,Dartmouth to Halifax,1359,2019.04.21 - 2019.04.27,4/24/2019 10:00:00 AM,3146
FerryDH,Dartmouth to Halifax,245,2020.01.05 - 2020.01.11,1/5/2020 10:00:00 AM,3147
FerryHD,Halifax to Dartmouth,1391,2017.04.02 - 2017.04.08,4/5/2017 10:00:00 AM,3148
FerryHD,Halifax to Dartmouth,1527,2019.04.21 - 2019.04.27,4/24/2019 10:00:00 AM,3149
FerryHD,Halifax to Dartmouth,244,2020.01.05 - 2020.01.11,1/5/2020 10:00:00 AM,3150
FerryHW,Halifax to Woodside,1211,2017.04.02 - 2017.04.08,4/5/2017 10:00:00 AM,3151
FerryHW,Halifax to Woodside,1109,2019.04.21 - 2019.04.27,4/24/2019 10:00:00 AM,3152
FerryWH,Woodside to Halifax,1128,2017.04.02 - 2017.04.08,4/5/2017 10:00:00 AM,3153
FerryHW,Halifax to Woodside,0,2020.01.05 - 2020.01.11,1/5/2020 10:00:00 AM,3154
FerryWH,Woodside to Halifax,1088,2019.04.21 - 2019.04.27,4/24/2019 10:00:00 AM,3155
FerryDH,Dartmouth to Halifax,1285,2017.04.02 - 2017.04.08,4/6/2017 10:00:00 AM,3156
FerryWH,Woodside to Halifax,0,2020.01.05 - 2020.01.11,1/5/2020 10:00:00 AM,3157
FerryDH,Dartmouth to Halifax,1311,2019.04.21 - 2019.04.27,4/25/2019 10:00:00 AM,3158
FerryHD,Halifax to Dartmouth,1429,2017.04.02 - 2017.04.08,4/6/2017 10:00:00 AM,3159
FerryDH,Dartmouth to Halifax,1130,2020.01.05 - 2020.01.11,1/6/2020 10:00:00 AM,3160
FerryHD,Halifax to Dartmouth,1452,2019.04.21 - 2019.04.27,4/25/2019 10:00:00 AM,3161
FerryHW,Halifax to Woodside,1176,2017.04.02 - 2017.04.08,4/6/2017 10:00:00 AM,3162
FerryHD,Halifax to Dartmouth,1223,2020.01.05 - 2020.01.11,1/6/2020 10:00:00 AM,3163
FerryHW,Halifax to Woodside,1066,2019.04.21 - 2019.04.27,4/25/2019 10:00:00 AM,3164
FerryWH,Woodside to Halifax,1073,2017.04.02 - 2017.04.08,4/6/2017 10:00:00 AM,3165
FerryHW,Halifax to Woodside,1248,2020.01.05 - 2020.01.11,1/6/2020 10:00:00 AM,3166
FerryWH,Woodside to Halifax,993,2019.04.21 - 2019.04.27,4/25/2019 10:00:00 AM,3167
FerryDH,Dartmouth to Halifax,1082,2017.04.02 - 2017.04.08,4/7/2017 10:00:00 AM,3168
FerryWH,Woodside to Halifax,1206,2020.01.05 - 2020.01.11,1/6/2020 10:00:00 AM,3169
FerryDH,Dartmouth to Halifax,1694,2019.04.21 - 2019.04.27,4/26/2019 10:00:00 AM,3170
FerryHD,Halifax to Dartmouth,1274,2017.04.02 - 2017.04.08,4/7/2017 10:00:00 AM,3171
FerryDH,Dartmouth to Halifax,1243,2020.01.05 - 2020.01.11,1/7/2020 10:00:00 AM,3172
FerryHD,Halifax to Dartmouth,1755,2019.04.21 - 2019.04.27,4/26/2019 10:00:00 AM,3173
FerryHW,Halifax to Woodside,1017,2017.04.02 - 2017.04.08,4/7/2017 10:00:00 AM,3174
FerryHD,Halifax to Dartmouth,1255,2020.01.05 - 2020.01.11,1/7/2020 10:00:00 AM,3175
FerryHW,Halifax to Woodside,1024,2019.04.21 - 2019.04.27,4/26/2019 10:00:00 AM,3176
FerryWH,Woodside to Halifax,854,2017.04.02 - 2017.04.08,4/7/2017 10:00:00 AM,3177
FerryHW,Halifax to Woodside,1277,2020.01.05 - 2020.01.11,1/7/2020 10:00:00 AM,3178
FerryWH,Woodside to Halifax,1059,2019.04.21 - 2019.04.27,4/26/2019 10:00:00 AM,3179
FerryDH,Dartmouth to Halifax,1312,2017.04.02 - 2017.04.08,4/8/2017 10:00:00 AM,3180
FerryWH,Woodside to Halifax,1218,2020.01.05 - 2020.01.11,1/7/2020 10:00:00 AM,3181
FerryDH,Dartmouth to Halifax,553,2019.04.21 - 2019.04.27,4/27/2019 10:00:00 AM,3182
FerryHD,Halifax to Dartmouth,1223,2017.04.02 - 2017.04.08,4/8/2017 10:00:00 AM,3183
FerryDH,Dartmouth to Halifax,458,2020.01.05 - 2020.01.11,1/8/2020 10:00:00 AM,3184
FerryHD,Halifax to Dartmouth,556,2019.04.21 - 2019.04.27,4/27/2019 10:00:00 AM,3185
FerryHW,Halifax to Woodside,0,2017.04.02 - 2017.04.08,4/8/2017 10:00:00 AM,3186
FerryHD,Halifax to Dartmouth,534,2020.01.05 - 2020.01.11,1/8/2020 10:00:00 AM,3187
FerryHW,Halifax to Woodside,0,2019.04.21 - 2019.04.27,4/27/2019 10:00:00 AM,3188
FerryWH,Woodside to Halifax,0,2017.04.02 - 2017.04.08,4/8/2017 10:00:00 AM,3189
FerryHW,Halifax to Woodside,385,2020.01.05 - 2020.01.11,1/8/2020 10:00:00 AM,3190
FerryWH,Woodside to Halifax,0,2019.04.21 - 2019.04.27,4/27/2019 10:00:00 AM,3191
FerryDH,Dartmouth to Halifax,882,2017.04.09 - 2017.04.15,4/9/2017 10:00:00 AM,3192
FerryWH,Woodside to Halifax,390,2020.01.05 - 2020.01.11,1/8/2020 10:00:00 AM,3193
FerryDH,Dartmouth to Halifax,1023,2019.04.28 - 2019.05.04,4/28/2019 10:00:00 AM,3194
FerryHD,Halifax to Dartmouth,967,2017.04.09 - 2017.04.15,4/9/2017 10:00:00 AM,3195
FerryDH,Dartmouth to Halifax,1374,2020.01.05 - 2020.01.11,1/9/2020 10:00:00 AM,3196
FerryHD,Halifax to Dartmouth,974,2019.04.28 - 2019.05.04,4/28/2019 10:00:00 AM,3197
FerryHW,Halifax to Woodside,0,2017.04.09 - 2017.04.15,4/9/2017 10:00:00 AM,3198
FerryHD,Halifax to Dartmouth,1305,2020.01.05 - 2020.01.11,1/9/2020 10:00:00 AM,3199
FerryHW,Halifax to Woodside,0,2019.04.28 - 2019.05.04,4/28/2019 10:00:00 AM,3200
FerryWH,Woodside to Halifax,0,2017.04.09 - 2017.04.15,4/9/2017 10:00:00 AM,3201
FerryHW,Halifax to Woodside,1296,2020.01.05 - 2020.01.11,1/9/2020 10:00:00 AM,3202
FerryWH,Woodside to Halifax,0,2019.04.28 - 2019.05.04,4/28/2019 10:00:00 AM,3203
FerryDH,Dartmouth to Halifax,1387,2017.04.09 - 2017.04.15,4/10/2017 10:00:00 AM,3204
FerryDH,Dartmouth to Halifax,1266,2019.04.28 - 2019.05.04,4/29/2019 10:00:00 AM,3205
FerryHD,Halifax to Dartmouth,1437,2019.04.28 - 2019.05.04,4/29/2019 10:00:00 AM,3206
FerryHD,Halifax to Dartmouth,1610,2017.04.09 - 2017.04.15,4/10/2017 10:00:00 AM,3207
FerryWH,Woodside to Halifax,1194,2020.01.05 - 2020.01.11,1/9/2020 10:00:00 AM,3208
FerryHW,Halifax to Woodside,1052,2019.04.28 - 2019.05.04,4/29/2019 10:00:00 AM,3209
FerryDH,Dartmouth to Halifax,1402,2020.01.05 - 2020.01.11,1/10/2020 10:00:00 AM,3210
FerryHW,Halifax to Woodside,1248,2017.04.09 - 2017.04.15,4/10/2017 10:00:00 AM,3211
FerryWH,Woodside to Halifax,1035,2019.04.28 - 2019.05.04,4/29/2019 10:00:00 AM,3212
FerryHD,Halifax to Dartmouth,1397,2020.01.05 - 2020.01.11,1/10/2020 10:00:00 AM,3213
FerryWH,Woodside to Halifax,1165,2017.04.09 - 2017.04.15,4/10/2017 10:00:00 AM,3214
FerryDH,Dartmouth to Halifax,1500,2019.04.28 - 2019.05.04,4/30/2019 10:00:00 AM,3215
FerryHW,Halifax to Woodside,1104,2020.01.05 - 2020.01.11,1/10/2020 10:00:00 AM,3216
FerryDH,Dartmouth to Halifax,2154,2017.04.09 - 2017.04.15,4/11/2017 10:00:00 AM,3217
FerryHD,Halifax to Dartmouth,1574,2019.04.28 - 2019.05.04,4/30/2019 10:00:00 AM,3218
FerryWH,Woodside to Halifax,1165,2020.01.05 - 2020.01.11,1/10/2020 10:00:00 AM,3219
FerryHD,Halifax to Dartmouth,2290,2017.04.09 - 2017.04.15,4/11/2017 10:00:00 AM,3220
FerryDH,Dartmouth to Halifax,830,2020.01.05 - 2020.01.11,1/11/2020 10:00:00 AM,3221
FerryHW,Halifax to Woodside,1101,2019.04.28 - 2019.05.04,4/30/2019 10:00:00 AM,3222
FerryHW,Halifax to Woodside,1333,2017.04.09 - 2017.04.15,4/11/2017 10:00:00 AM,3223
FerryHD,Halifax to Dartmouth,854,2020.01.05 - 2020.01.11,1/11/2020 10:00:00 AM,3224
FerryWH,Woodside to Halifax,1096,2019.04.28 - 2019.05.04,4/30/2019 10:00:00 AM,3225
FerryWH,Woodside to Halifax,1223,2017.04.09 - 2017.04.15,4/11/2017 10:00:00 AM,3226
FerryHW,Halifax to Woodside,0,2020.01.05 - 2020.01.11,1/11/2020 10:00:00 AM,3227
FerryDH,Dartmouth to Halifax,1505,2019.04.28 - 2019.05.04,5/1/2019 10:00:00 AM,3228
FerryDH,Dartmouth to Halifax,1510,2017.04.09 - 2017.04.15,4/12/2017 10:00:00 AM,3229
FerryWH,Woodside to Halifax,0,2020.01.05 - 2020.01.11,1/11/2020 10:00:00 AM,3230
FerryHD,Halifax to Dartmouth,1587,2019.04.28 - 2019.05.04,5/1/2019 10:00:00 AM,3231
FerryHD,Halifax to Dartmouth,1645,2017.04.09 - 2017.04.15,4/12/2017 10:00:00 AM,3232
FerryDH,Dartmouth to Halifax,296,2020.01.12 - 2020.01.18,1/12/2020 10:00:00 AM,3233
FerryHW,Halifax to Woodside,1114,2019.04.28 - 2019.05.04,5/1/2019 10:00:00 AM,3234
FerryHW,Halifax to Woodside,1212,2017.04.09 - 2017.04.15,4/12/2017 10:00:00 AM,3235
FerryHD,Halifax to Dartmouth,279,2020.01.12 - 2020.01.18,1/12/2020 10:00:00 AM,3236
FerryWH,Woodside to Halifax,1059,2019.04.28 - 2019.05.04,5/1/2019 10:00:00 AM,3237
FerryWH,Woodside to Halifax,1170,2017.04.09 - 2017.04.15,4/12/2017 10:00:00 AM,3238
FerryHW,Halifax to Woodside,0,2020.01.12 - 2020.01.18,1/12/2020 10:00:00 AM,3239
FerryDH,Dartmouth to Halifax,1534,2019.04.28 - 2019.05.04,5/2/2019 10:00:00 AM,3240
FerryDH,Dartmouth to Halifax,2018,2017.04.09 - 2017.04.15,4/13/2017 10:00:00 AM,3241
FerryWH,Woodside to Halifax,0,2020.01.12 - 2020.01.18,1/12/2020 10:00:00 AM,3242
FerryHD,Halifax to Dartmouth,1664,2019.04.28 - 2019.05.04,5/2/2019 10:00:00 AM,3243
FerryHD,Halifax to Dartmouth,2131,2017.04.09 - 2017.04.15,4/13/2017 10:00:00 AM,3244
FerryDH,Dartmouth to Halifax,1191,2020.01.12 - 2020.01.18,1/13/2020 10:00:00 AM,3245
FerryHW,Halifax to Woodside,1050,2019.04.28 - 2019.05.04,5/2/2019 10:00:00 AM,3246
FerryHW,Halifax to Woodside,1138,2017.04.09 - 2017.04.15,4/13/2017 10:00:00 AM,3247
FerryHD,Halifax to Dartmouth,1162,2020.01.12 - 2020.01.18,1/13/2020 10:00:00 AM,3248
FerryWH,Woodside to Halifax,1043,2019.04.28 - 2019.05.04,5/2/2019 10:00:00 AM,3249
FerryWH,Woodside to Halifax,1076,2017.04.09 - 2017.04.15,4/13/2017 10:00:00 AM,3250
FerryHW,Halifax to Woodside,1232,2020.01.12 - 2020.01.18,1/13/2020 10:00:00 AM,3251
FerryDH,Dartmouth to Halifax,1912,2019.04.28 - 2019.05.04,5/3/2019 10:00:00 AM,3252
FerryDH,Dartmouth to Halifax,0,2017.04.09 - 2017.04.15,4/14/2017 10:00:00 AM,3253
FerryWH,Woodside to Halifax,1191,2020.01.12 - 2020.01.18,1/13/2020 10:00:00 AM,3254
FerryHD,Halifax to Dartmouth,1955,2019.04.28 - 2019.05.04,5/3/2019 10:00:00 AM,3255
FerryHD,Halifax to Dartmouth,0,2017.04.09 - 2017.04.15,4/14/2017 10:00:00 AM,3256
FerryDH,Dartmouth to Halifax,1233,2020.01.12 - 2020.01.18,1/14/2020 10:00:00 AM,3257
FerryHW,Halifax to Woodside,1079,2019.04.28 - 2019.05.04,5/3/2019 10:00:00 AM,3258
FerryHW,Halifax to Woodside,0,2017.04.09 - 2017.04.15,4/14/2017 10:00:00 AM,3259
FerryHD,Halifax to Dartmouth,1311,2020.01.12 - 2020.01.18,1/14/2020 10:00:00 AM,3260
FerryWH,Woodside to Halifax,1044,2019.04.28 - 2019.05.04,5/3/2019 10:00:00 AM,3261
FerryWH,Woodside to Halifax,0,2017.04.09 - 2017.04.15,4/14/2017 10:00:00 AM,3262
FerryHW,Halifax to Woodside,1287,2020.01.12 - 2020.01.18,1/14/2020 10:00:00 AM,3263
FerryDH,Dartmouth to Halifax,882,2019.04.28 - 2019.05.04,5/4/2019 10:00:00 AM,3264
FerryDH,Dartmouth to Halifax,1826,2017.04.09 - 2017.04.15,4/15/2017 10:00:00 AM,3265
FerryWH,Woodside to Halifax,1274,2020.01.12 - 2020.01.18,1/14/2020 10:00:00 AM,3266
FerryHD,Halifax to Dartmouth,827,2019.04.28 - 2019.05.04,5/4/2019 10:00:00 AM,3267
FerryHD,Halifax to Dartmouth,1758,2017.04.09 - 2017.04.15,4/15/2017 10:00:00 AM,3268
FerryDH,Dartmouth to Halifax,1252,2020.01.12 - 2020.01.18,1/15/2020 10:00:00 AM,3269
FerryHW,Halifax to Woodside,0,2019.04.28 - 2019.05.04,5/4/2019 10:00:00 AM,3270
FerryHW,Halifax to Woodside,0,2017.04.09 - 2017.04.15,4/15/2017 10:00:00 AM,3271
FerryHD,Halifax to Dartmouth,1282,2020.01.12 - 2020.01.18,1/15/2020 10:00:00 AM,3272
FerryWH,Woodside to Halifax,0,2019.04.28 - 2019.05.04,5/4/2019 10:00:00 AM,3273
FerryWH,Woodside to Halifax,0,2017.04.09 - 2017.04.15,4/15/2017 10:00:00 AM,3274
FerryHW,Halifax to Woodside,1282,2020.01.12 - 2020.01.18,1/15/2020 10:00:00 AM,3275
FerryDH,Dartmouth to Halifax,1197,2019.05.05 - 2019.05.11,5/5/2019 10:00:00 AM,3276
FerryDH,Dartmouth to Halifax,0,2017.04.16 - 2017.04.22,4/16/2017 10:00:00 AM,3277
FerryWH,Woodside to Halifax,1237,2020.01.12 - 2020.01.18,1/15/2020 10:00:00 AM,3278
FerryHD,Halifax to Dartmouth,1141,2019.05.05 - 2019.05.11,5/5/2019 10:00:00 AM,3279
FerryHD,Halifax to Dartmouth,0,2017.04.16 - 2017.04.22,4/16/2017 10:00:00 AM,3280
FerryDH,Dartmouth to Halifax,1201,2020.01.12 - 2020.01.18,1/16/2020 10:00:00 AM,3281
FerryHW,Halifax to Woodside,0,2019.05.05 - 2019.05.11,5/5/2019 10:00:00 AM,3282
FerryHW,Halifax to Woodside,0,2017.04.16 - 2017.04.22,4/16/2017 10:00:00 AM,3283
FerryHD,Halifax to Dartmouth,1279,2020.01.12 - 2020.01.18,1/16/2020 10:00:00 AM,3284
FerryWH,Woodside to Halifax,0,2019.05.05 - 2019.05.11,5/5/2019 10:00:00 AM,3285
FerryWH,Woodside to Halifax,0,2017.04.16 - 2017.04.22,4/16/2017 10:00:00 AM,3286
FerryHW,Halifax to Woodside,1197,2020.01.12 - 2020.01.18,1/16/2020 10:00:00 AM,3287
FerryDH,Dartmouth to Halifax,1467,2019.05.05 - 2019.05.11,5/6/2019 10:00:00 AM,3288
FerryDH,Dartmouth to Halifax,1000,2017.04.16 - 2017.04.22,4/17/2017 10:00:00 AM,3289
FerryWH,Woodside to Halifax,1158,2020.01.12 - 2020.01.18,1/16/2020 10:00:00 AM,3290
FerryHD,Halifax to Dartmouth,1502,2019.05.05 - 2019.05.11,5/6/2019 10:00:00 AM,3291
FerryHD,Halifax to Dartmouth,1082,2017.04.16 - 2017.04.22,4/17/2017 10:00:00 AM,3292
FerryDH,Dartmouth to Halifax,947,2020.01.12 - 2020.01.18,1/17/2020 10:00:00 AM,3293
FerryHW,Halifax to Woodside,1070,2019.05.05 - 2019.05.11,5/6/2019 10:00:00 AM,3294
FerryHW,Halifax to Woodside,442,2017.04.16 - 2017.04.22,4/17/2017 10:00:00 AM,3295
FerryHD,Halifax to Dartmouth,1018,2020.01.12 - 2020.01.18,1/17/2020 10:00:00 AM,3296
FerryWH,Woodside to Halifax,1082,2019.05.05 - 2019.05.11,5/6/2019 10:00:00 AM,3297
FerryWH,Woodside to Halifax,417,2017.04.16 - 2017.04.22,4/17/2017 10:00:00 AM,3298
FerryHW,Halifax to Woodside,992,2020.01.12 - 2020.01.18,1/17/2020 10:00:00 AM,3299
FerryDH,Dartmouth to Halifax,1876,2019.05.05 - 2019.05.11,5/7/2019 10:00:00 AM,3300
FerryDH,Dartmouth to Halifax,1427,2017.04.16 - 2017.04.22,4/18/2017 10:00:00 AM,3301
FerryWH,Woodside to Halifax,929,2020.01.12 - 2020.01.18,1/17/2020 10:00:00 AM,3302
FerryHD,Halifax to Dartmouth,1981,2019.05.05 - 2019.05.11,5/7/2019 10:00:00 AM,3303
FerryHD,Halifax to Dartmouth,1606,2017.04.16 - 2017.04.22,4/18/2017 10:00:00 AM,3304
FerryDH,Dartmouth to Halifax,609,2020.01.12 - 2020.01.18,1/18/2020 10:00:00 AM,3305
FerryHW,Halifax to Woodside,1186,2019.05.05 - 2019.05.11,5/7/2019 10:00:00 AM,3306
FerryHW,Halifax to Woodside,1238,2017.04.16 - 2017.04.22,4/18/2017 10:00:00 AM,3307
FerryHD,Halifax to Dartmouth,612,2020.01.12 - 2020.01.18,1/18/2020 10:00:00 AM,3308
FerryWH,Woodside to Halifax,1146,2019.05.05 - 2019.05.11,5/7/2019 10:00:00 AM,3309
FerryWH,Woodside to Halifax,1075,2017.04.16 - 2017.04.22,4/18/2017 10:00:00 AM,3310
FerryHW,Halifax to Woodside,0,2020.01.12 - 2020.01.18,1/18/2020 10:00:00 AM,3311
FerryDH,Dartmouth to Halifax,1884,2019.05.05 - 2019.05.11,5/8/2019 10:00:00 AM,3312
FerryDH,Dartmouth to Halifax,1442,2017.04.16 - 2017.04.22,4/19/2017 10:00:00 AM,3313
FerryHD,Halifax to Dartmouth,1903,2019.05.05 - 2019.05.11,5/8/2019 10:00:00 AM,3314
FerryWH,Woodside to Halifax,0,2020.01.12 - 2020.01.18,1/18/2020 10:00:00 AM,3315
FerryHD,Halifax to Dartmouth,1573,2017.04.16 - 2017.04.22,4/19/2017 10:00:00 AM,3316
FerryHW,Halifax to Woodside,1168,2019.05.05 - 2019.05.11,5/8/2019 10:00:00 AM,3317
FerryDH,Dartmouth to Halifax,188,2020.01.19 - 2020.01.25,1/19/2020 10:00:00 AM,3318
FerryHW,Halifax to Woodside,1233,2017.04.16 - 2017.04.22,4/19/2017 10:00:00 AM,3319
FerryWH,Woodside to Halifax,1118,2019.05.05 - 2019.05.11,5/8/2019 10:00:00 AM,3320
FerryHD,Halifax to Dartmouth,178,2020.01.19 - 2020.01.25,1/19/2020 10:00:00 AM,3321
FerryWH,Woodside to Halifax,1079,2017.04.16 - 2017.04.22,4/19/2017 10:00:00 AM,3322
FerryDH,Dartmouth to Halifax,1513,2019.05.05 - 2019.05.11,5/9/2019 10:00:00 AM,3323
FerryHW,Halifax to Woodside,0,2020.01.19 - 2020.01.25,1/19/2020 10:00:00 AM,3324
FerryDH,Dartmouth to Halifax,1375,2017.04.16 - 2017.04.22,4/20/2017 10:00:00 AM,3325
FerryHD,Halifax to Dartmouth,1771,2019.05.05 - 2019.05.11,5/9/2019 10:00:00 AM,3326
FerryWH,Woodside to Halifax,0,2020.01.19 - 2020.01.25,1/19/2020 10:00:00 AM,3327
FerryHD,Halifax to Dartmouth,1547,2017.04.16 - 2017.04.22,4/20/2017 10:00:00 AM,3328
FerryHW,Halifax to Woodside,1093,2019.05.05 - 2019.05.11,5/9/2019 10:00:00 AM,3329
FerryDH,Dartmouth to Halifax,1080,2020.01.19 - 2020.01.25,1/20/2020 10:00:00 AM,3330
FerryHW,Halifax to Woodside,1101,2017.04.16 - 2017.04.22,4/20/2017 10:00:00 AM,3331
FerryWH,Woodside to Halifax,1056,2019.05.05 - 2019.05.11,5/9/2019 10:00:00 AM,3332
FerryHD,Halifax to Dartmouth,1111,2020.01.19 - 2020.01.25,1/20/2020 10:00:00 AM,3333
FerryWH,Woodside to Halifax,898,2017.04.16 - 2017.04.22,4/20/2017 10:00:00 AM,3334
FerryDH,Dartmouth to Halifax,1421,2019.05.05 - 2019.05.11,5/10/2019 10:00:00 AM,3335
FerryHW,Halifax to Woodside,1234,2020.01.19 - 2020.01.25,1/20/2020 10:00:00 AM,3336
FerryDH,Dartmouth to Halifax,1701,2017.04.16 - 2017.04.22,4/21/2017 10:00:00 AM,3337
FerryHD,Halifax to Dartmouth,1484,2019.05.05 - 2019.05.11,5/10/2019 10:00:00 AM,3338
FerryWH,Woodside to Halifax,1175,2020.01.19 - 2020.01.25,1/20/2020 10:00:00 AM,3339
FerryHD,Halifax to Dartmouth,1723,2017.04.16 - 2017.04.22,4/21/2017 10:00:00 AM,3340
FerryHW,Halifax to Woodside,1025,2019.05.05 - 2019.05.11,5/10/2019 10:00:00 AM,3341
FerryDH,Dartmouth to Halifax,1183,2020.01.19 - 2020.01.25,1/21/2020 10:00:00 AM,3342
FerryHW,Halifax to Woodside,1029,2017.04.16 - 2017.04.22,4/21/2017 10:00:00 AM,3343
FerryWH,Woodside to Halifax,1006,2019.05.05 - 2019.05.11,5/10/2019 10:00:00 AM,3344
FerryHD,Halifax to Dartmouth,1270,2020.01.19 - 2020.01.25,1/21/2020 10:00:00 AM,3345
FerryWH,Woodside to Halifax,930,2017.04.16 - 2017.04.22,4/21/2017 10:00:00 AM,3346
FerryDH,Dartmouth to Halifax,1961,2019.05.05 - 2019.05.11,5/11/2019 10:00:00 AM,3347
FerryHW,Halifax to Woodside,1235,2020.01.19 - 2020.01.25,1/21/2020 10:00:00 AM,3348
FerryDH,Dartmouth to Halifax,1364,2017.04.16 - 2017.04.22,4/22/2017 10:00:00 AM,3349
FerryHD,Halifax to Dartmouth,1850,2019.05.05 - 2019.05.11,5/11/2019 10:00:00 AM,3350
FerryWH,Woodside to Halifax,1215,2020.01.19 - 2020.01.25,1/21/2020 10:00:00 AM,3351
FerryHD,Halifax to Dartmouth,1267,2017.04.16 - 2017.04.22,4/22/2017 10:00:00 AM,3352
FerryHW,Halifax to Woodside,0,2019.05.05 - 2019.05.11,5/11/2019 10:00:00 AM,3353
FerryHW,Halifax to Woodside,0,2017.04.16 - 2017.04.22,4/22/2017 10:00:00 AM,3354
FerryDH,Dartmouth to Halifax,1218,2020.01.19 - 2020.01.25,1/22/2020 10:00:00 AM,3355
FerryWH,Woodside to Halifax,0,2019.05.05 - 2019.05.11,5/11/2019 10:00:00 AM,3356
FerryWH,Woodside to Halifax,0,2017.04.16 - 2017.04.22,4/22/2017 10:00:00 AM,3357
FerryHD,Halifax to Dartmouth,1306,2020.01.19 - 2020.01.25,1/22/2020 10:00:00 AM,3358
FerryDH,Dartmouth to Halifax,1033,2019.05.12 - 2019.05.18,5/12/2019 10:00:00 AM,3359
FerryDH,Dartmouth to Halifax,832,2017.04.23 - 2017.04.29,4/23/2017 10:00:00 AM,3360
FerryHW,Halifax to Woodside,1238,2020.01.19 - 2020.01.25,1/22/2020 10:00:00 AM,3361
FerryHD,Halifax to Dartmouth,1011,2019.05.12 - 2019.05.18,5/12/2019 10:00:00 AM,3362
FerryHD,Halifax to Dartmouth,788,2017.04.23 - 2017.04.29,4/23/2017 10:00:00 AM,3363
FerryWH,Woodside to Halifax,1199,2020.01.19 - 2020.01.25,1/22/2020 10:00:00 AM,3364
FerryHW,Halifax to Woodside,0,2019.05.12 - 2019.05.18,5/12/2019 10:00:00 AM,3365
FerryHW,Halifax to Woodside,0,2017.04.23 - 2017.04.29,4/23/2017 10:00:00 AM,3366
FerryDH,Dartmouth to Halifax,1407,2020.01.19 - 2020.01.25,1/23/2020 10:00:00 AM,3367
FerryWH,Woodside to Halifax,0,2019.05.12 - 2019.05.18,5/12/2019 10:00:00 AM,3368
FerryHD,Halifax to Dartmouth,1526,2020.01.19 - 2020.01.25,1/23/2020 10:00:00 AM,3369
FerryWH,Woodside to Halifax,0,2017.04.23 - 2017.04.29,4/23/2017 10:00:00 AM,3370
FerryHW,Halifax to Woodside,1202,2020.01.19 - 2020.01.25,1/23/2020 10:00:00 AM,3371
